set,lvl,end,start,diff,stimulus,ptcp,accuracy
3,25,361603,361178,3.19548872180451,1,6,0
3,26,364625,364198,3.21052631578947,2,6,0
3,27,369280,368763,3.88721804511278,1,6,0
3,28,371606,371187,3.15037593984962,2,6,0
3,29,373724,373304,3.15789473684211,2,6,0
3,31,381608,381174,3.26315789473684,2,6,0
3,32,383751,383313,3.29323308270677,1,6,0
3,33,386253,385822,3.2406015037594,1,6,0
3,34,388758,388330,3.21804511278195,2,6,0
1,0,2866,2436,3.23308270676692,3,7,0
1,1,5804,5364,3.30827067669173,3,7,0
1,2,8501,8070,3.2406015037594,3,7,0
1,3,10782,10346,3.2781954887218,1,7,0
1,4,13173,12730,3.33082706766917,2,7,0
1,5,16030,15590,3.30827067669173,3,7,0
1,6,18454,18021,3.25563909774436,2,7,0
1,7,21595,21135,3.45864661654135,3,7,0
1,8,25034,24598,3.2781954887218,2,7,0
1,9,27501,27072,3.22556390977444,3,7,0
1,10,30004,29570,3.26315789473684,1,7,0
1,11,32555,32124,3.2406015037594,1,7,0
1,12,35856,35418,3.29323308270677,1,7,0
1,13,38557,38125,3.24812030075188,3,7,0
1,15,46286,45851,3.27067669172932,2,7,0
1,16,48549,48117,3.24812030075188,2,7,0
1,17,51763,51335,3.21804511278195,1,7,0
1,18,54401,53954,3.3609022556391,3,7,0
1,19,57290,56858,3.24812030075188,1,7,0
1,21,70784,70352,3.24812030075188,2,7,0
1,22,73761,73325,3.2781954887218,1,7,0
1,23,75934,75504,3.23308270676692,3,7,0
1,24,78314,77883,3.2406015037594,1,7,0
1,26,88864,88432,3.24812030075188,2,7,0
1,27,91399,90966,3.25563909774436,1,7,0
1,28,98029,97342,5.16541353383459,3,7,1
1,29,100349,99917,3.24812030075188,2,7,0
1,30,103402,102969,3.25563909774436,1,7,0
1,31,106096,105666,3.23308270676692,1,7,0
1,32,108895,108462,3.25563909774436,2,7,0
1,33,111702,111272,3.23308270676692,3,7,0
2,0,126925,126490,3.27067669172932,3,7,0
2,1,129322,128889,3.25563909774436,3,7,0
2,2,131382,130950,3.24812030075188,3,7,0
2,3,133595,133163,3.24812030075188,1,7,0
2,4,135792,135351,3.31578947368421,2,7,0
2,5,138206,137775,3.2406015037594,3,7,0
2,6,140372,139939,3.25563909774436,1,7,0
2,7,142515,142082,3.25563909774436,2,7,0
2,8,144772,144345,3.21052631578947,1,7,0
2,9,146980,146548,3.24812030075188,1,7,0
2,10,149184,148754,3.23308270676692,3,7,0
2,11,151343,150883,3.45864661654135,2,7,1
2,12,154181,153746,3.27067669172932,2,7,0
2,13,156225,155792,3.25563909774436,2,7,0
2,15,161521,161091,3.23308270676692,2,7,0
2,16,163573,163137,3.2781954887218,2,7,0
2,17,165676,165241,3.27067669172932,3,7,0
2,18,167737,167313,3.18796992481203,2,7,0
2,19,170218,169795,3.18045112781955,2,7,0
2,20,173304,172875,3.22556390977444,3,7,1
2,22,178166,177739,3.21052631578947,1,7,0
2,23,180307,179876,3.2406015037594,1,7,0
2,24,182789,182363,3.20300751879699,2,7,0
2,25,185016,184596,3.15789473684211,1,7,0
2,26,187325,186906,3.15037593984962,3,7,0
2,27,189351,188928,3.18045112781955,3,7,0
2,28,191437,191008,3.22556390977444,1,7,0
2,29,193538,193087,3.39097744360902,2,7,0
2,30,196240,195814,3.20300751879699,3,7,0
2,31,198329,197904,3.19548872180451,1,7,0
2,32,200419,199999,3.15789473684211,1,7,0
2,34,206331,205878,3.40601503759398,1,7,1
3,0,211554,211129,3.19548872180451,3,7,0
3,1,213666,213242,3.18796992481203,1,7,0
3,2,215910,215484,3.20300751879699,1,7,0
3,3,218114,217686,3.21804511278195,2,7,0
3,4,220367,219940,3.21052631578947,3,7,0
3,5,222498,222057,3.31578947368421,2,7,0
3,6,224550,224115,3.27067669172932,2,7,0
3,7,226639,226213,3.20300751879699,1,7,0
3,8,228756,228334,3.17293233082707,1,7,0
3,9,230795,230371,3.18796992481203,2,7,0
3,10,232894,232470,3.18796992481203,3,7,0
3,11,235057,234633,3.18796992481203,1,7,0
3,13,240735,240311,3.18796992481203,2,7,0
3,14,243016,242589,3.21052631578947,1,7,0
3,15,245189,244764,3.19548872180451,3,7,0
3,16,247412,246990,3.17293233082707,3,7,0
3,17,249600,249169,3.2406015037594,1,7,0
3,18,251768,251334,3.26315789473684,2,7,0
3,20,256645,256219,3.20300751879699,2,7,0
3,21,258889,258460,3.22556390977444,3,7,0
3,22,260934,260513,3.16541353383459,3,7,0
3,23,263515,263088,3.21052631578947,3,7,0
3,24,266072,265651,3.16541353383459,1,7,0
3,25,268899,268473,3.20300751879699,3,7,0
3,26,272043,271616,3.21052631578947,3,7,0
3,27,274596,274167,3.22556390977444,1,7,0
3,28,277183,276759,3.18796992481203,3,7,0
3,29,279460,279032,3.21804511278195,3,7,0
3,30,281856,281433,3.18045112781955,1,7,0
3,31,284188,283532,4.93233082706767,1,7,1
3,32,286506,286078,3.21804511278195,2,7,0
3,33,288671,288235,3.2781954887218,2,7,0
3,34,290928,290506,3.17293233082707,2,7,0
1,0,3209,2699,3.83458646616541,1,8,0
1,1,5549,5051,3.74436090225564,3,8,0
1,2,7992,7407,4.3984962406015,3,8,0
1,3,10402,9908,3.71428571428571,1,8,0
1,4,12717,12154,4.23308270676692,2,8,0
1,5,14945,14423,3.92481203007519,2,8,0
1,6,17116,16686,3.23308270676692,1,8,0
1,7,19279,18825,3.41353383458647,3,8,0
1,8,21361,20933,3.21804511278195,2,8,0
1,9,23536,23100,3.2781954887218,2,8,0
1,10,25685,25258,3.21052631578947,2,8,0
1,11,27854,27380,3.56390977443609,2,8,0
1,12,29957,29513,3.33834586466165,3,8,0
1,13,32129,31689,3.30827067669173,2,8,0
1,14,34460,34025,3.27067669172932,2,8,0
1,15,36573,36109,3.48872180451128,1,8,0
1,16,38823,38381,3.32330827067669,1,8,0
1,17,41372,40940,3.24812030075188,3,8,0
1,18,43621,43197,3.18796992481203,1,8,0
1,19,45768,45342,3.20300751879699,3,8,0
1,20,48018,47591,3.21052631578947,2,8,0
1,21,50167,49654,3.85714285714286,2,8,0
1,22,52368,51941,3.21052631578947,3,8,0
1,24,61468,61017,3.39097744360902,3,8,0
1,25,63706,63279,3.21052631578947,3,8,0
1,26,65845,65401,3.33834586466165,1,8,0
1,27,68013,67546,3.51127819548872,2,8,0
1,28,70207,69773,3.26315789473684,2,8,0
1,29,72315,71886,3.22556390977444,1,8,0
1,31,77482,76905,4.33834586466165,3,8,0
1,32,79594,79158,3.2781954887218,1,8,0
1,33,81803,81379,3.18796992481203,1,8,0
1,34,83850,83423,3.21052631578947,3,8,0
2,0,88669,88224,3.34586466165414,1,8,0
2,1,92982,92520,3.47368421052632,2,8,0
2,3,100649,100093,4.18045112781955,3,8,0
2,4,107820,107382,3.29323308270677,2,8,0
2,5,109981,109556,3.19548872180451,3,8,0
2,6,112126,111696,3.23308270676692,2,8,0
2,7,114303,113863,3.30827067669173,1,8,0
2,8,116367,115914,3.40601503759398,2,8,0
2,9,118527,118057,3.53383458646617,3,8,0
2,10,120661,120232,3.22556390977444,2,8,0
2,11,122766,122305,3.46616541353383,3,8,0
2,13,127988,127546,3.32330827067669,1,8,0
2,14,130110,129673,3.28571428571429,2,8,0
2,15,132274,131793,3.61654135338346,1,8,0
2,16,134444,134019,3.19548872180451,1,8,0
2,17,136637,136202,3.27067669172932,1,8,0
2,18,138775,138341,3.26315789473684,3,8,0
2,20,144072,143643,3.22556390977444,2,8,0
2,21,146201,145653,4.1203007518797,1,8,0
2,22,151307,150623,5.14285714285714,3,8,0
2,23,153447,153018,3.22556390977444,3,8,0
2,24,155565,155137,3.21804511278195,1,8,0
2,26,160473,160051,3.17293233082707,3,8,0
2,27,164827,164279,4.1203007518797,1,8,0
2,28,166861,166431,3.23308270676692,2,8,0
2,29,175460,175016,3.33834586466165,2,8,0
2,30,177704,177272,3.24812030075188,2,8,0
2,31,181722,181286,3.2781954887218,2,8,0
2,32,183822,183386,3.2781954887218,2,8,0
2,33,185938,185506,3.24812030075188,3,8,0
3,0,194637,194206,3.2406015037594,1,8,0
3,1,196681,196252,3.22556390977444,2,8,0
3,2,198778,198331,3.3609022556391,1,8,0
3,3,200900,200468,3.24812030075188,1,8,0
3,4,203578,203149,3.22556390977444,1,8,0
3,5,206668,206238,3.23308270676692,3,8,0
3,6,208826,208368,3.44360902255639,2,8,0
3,7,210977,210547,3.23308270676692,1,8,0
3,8,213101,212673,3.21804511278195,3,8,0
3,9,215218,214732,3.65413533834586,1,8,0
3,10,217483,217052,3.2406015037594,3,8,0
3,11,219547,219116,3.2406015037594,2,8,0
3,12,223608,223178,3.23308270676692,3,8,0
3,14,230154,229670,3.6390977443609,2,8,0
3,16,237609,237151,3.44360902255639,2,8,0
3,17,239845,239381,3.48872180451128,1,8,0
3,18,242035,241553,3.62406015037594,3,8,1
3,19,244496,243975,3.91729323308271,1,8,0
3,20,246720,246285,3.27067669172932,2,8,0
3,21,248898,248397,3.76691729323308,2,8,1
3,22,251297,250773,3.93984962406015,2,8,0
3,23,253737,253065,5.05263157894737,3,8,0
3,24,255904,255447,3.43609022556391,3,8,0
3,25,258179,257734,3.34586466165414,3,8,0
3,26,260272,259840,3.24812030075188,2,8,0
3,27,262665,262170,3.7218045112782,3,8,0
3,28,266691,266093,4.49624060150376,1,8,0
3,29,268868,268398,3.53383458646617,3,8,0
3,30,270921,270487,3.26315789473684,3,8,0
3,31,277970,277541,3.22556390977444,2,8,0
3,32,280182,279753,3.22556390977444,1,8,0
3,33,282280,281839,3.31578947368421,2,8,0
3,34,284457,284030,3.21052631578947,3,8,0
1,0,4331,3894,3.28571428571429,1,9,0
1,1,6844,6410,3.26315789473684,1,9,0
1,2,9008,8584,3.18796992481203,2,9,0
1,3,11614,11155,3.45112781954887,1,9,0
1,4,18022,17583,3.30075187969925,1,9,0
1,5,27359,26648,5.34586466165414,1,9,0
1,6,29745,29321,3.18796992481203,2,9,0
1,7,32047,31548,3.75187969924812,2,9,0
1,8,34212,33770,3.32330827067669,2,9,0
1,11,45220,44790,3.23308270676692,1,9,0
1,12,47649,47125,3.93984962406015,1,9,0
1,14,63941,63442,3.75187969924812,3,9,0
1,15,66059,65631,3.21804511278195,2,9,0
1,16,68312,67831,3.61654135338346,2,9,0
1,17,70515,70069,3.35338345864662,1,9,0
1,19,76684,76260,3.18796992481203,2,9,0
1,20,79281,78520,5.7218045112782,3,9,0
1,21,81526,81077,3.37593984962406,3,9,0
1,22,83871,83294,4.33834586466165,2,9,0
1,23,86035,85583,3.3984962406015,3,9,0
1,24,90290,89866,3.18796992481203,3,9,0
1,26,100739,100247,3.69924812030075,3,9,1
1,28,105685,105162,3.93233082706767,3,9,0
1,29,109017,108590,3.21052631578947,2,9,0
1,30,121879,121312,4.26315789473684,1,9,0
1,31,124254,123701,4.15789473684211,2,9,0
1,32,126660,125994,5.00751879699248,2,9,0
1,33,128968,128438,3.98496240601504,1,9,0
1,34,131268,130747,3.91729323308271,2,9,0
2,0,136252,135759,3.70676691729323,3,9,0
2,1,138604,138056,4.1203007518797,2,9,0
2,2,140841,140414,3.21052631578947,1,9,0
2,5,153675,153242,3.25563909774436,1,9,0
2,6,156500,156083,3.13533834586466,1,9,0
2,7,158817,158377,3.30827067669173,3,9,0
2,8,160994,160568,3.20300751879699,1,9,0
2,9,163346,162747,4.50375939849624,3,9,0
2,12,172746,172329,3.13533834586466,2,9,0
2,13,181047,180624,3.18045112781955,1,9,0
2,14,183227,182771,3.42857142857143,2,9,0
2,19,204650,204194,3.42857142857143,3,9,0
2,20,213019,212441,4.34586466165414,1,9,0
2,21,217051,216616,3.27067669172932,3,9,0
2,22,220118,219593,3.94736842105263,3,9,0
2,23,223947,223452,3.7218045112782,2,9,0
2,24,226288,225855,3.25563909774436,1,9,0
2,25,228620,228142,3.59398496240602,3,9,0
2,26,232906,232315,4.44360902255639,2,9,0
2,27,235246,234813,3.25563909774436,2,9,0
2,28,239465,238941,3.93984962406015,3,9,0
2,29,241640,241207,3.25563909774436,2,9,0
2,30,244064,243628,3.2781954887218,2,9,0
2,31,250318,249882,3.2781954887218,2,9,0
2,32,258121,257690,3.2406015037594,1,9,0
2,33,262253,261824,3.22556390977444,1,9,0
2,34,266461,266025,3.2781954887218,3,9,0
3,0,275711,275285,3.20300751879699,3,9,0
3,1,277841,277409,3.24812030075188,3,9,0
3,2,279972,279540,3.24812030075188,1,9,0
3,3,282148,281712,3.2781954887218,2,9,0
3,4,284748,284312,3.2781954887218,3,9,0
3,5,288360,287929,3.2406015037594,3,9,0
3,6,292762,292304,3.44360902255639,1,9,0
3,7,295071,294638,3.25563909774436,1,9,0
3,8,298687,298254,3.25563909774436,2,9,0
3,9,306296,305863,3.25563909774436,3,9,0
3,10,308557,308137,3.15789473684211,1,9,0
3,11,310681,310257,3.18796992481203,1,9,0
3,12,312790,312358,3.24812030075188,1,9,0
3,13,315304,314873,3.2406015037594,2,9,0
3,14,319599,319174,3.19548872180451,2,9,0
3,15,325638,325193,3.34586466165414,1,9,0
3,16,330614,330167,3.3609022556391,2,9,0
3,17,333071,332634,3.28571428571429,2,9,0
3,18,335138,334710,3.21804511278195,1,9,0
3,19,337342,336910,3.24812030075188,2,9,0
3,20,339867,339432,3.27067669172932,3,9,0
3,21,342138,341704,3.26315789473684,2,9,0
3,22,344487,344053,3.26315789473684,1,9,0
3,23,346671,346234,3.28571428571429,1,9,0
3,24,349302,348808,3.71428571428571,3,9,0
3,25,351512,351080,3.24812030075188,2,9,0
3,26,353925,353492,3.25563909774436,3,9,0
3,27,356941,356512,3.22556390977444,3,9,0
3,28,359091,358653,3.29323308270677,2,9,0
3,29,361642,361204,3.29323308270677,3,9,0
3,30,363986,363556,3.23308270676692,2,9,0
3,31,366326,365890,3.2781954887218,2,9,0
3,32,368616,368182,3.26315789473684,1,9,0
3,33,371320,370874,3.35338345864662,3,9,0
3,34,373510,373076,3.26315789473684,1,9,0
1,0,5233,4436,5.99248120300752,3,10,0
1,1,7564,6962,4.52631578947368,2,10,0
1,2,9790,9185,4.54887218045113,3,10,0
1,3,12343,11729,4.61654135338346,2,10,0
1,4,14810,14208,4.52631578947368,1,10,0
1,5,17126,16544,4.37593984962406,3,10,0
1,7,24566,23950,4.63157894736842,3,10,0
1,9,30446,29829,4.6390977443609,2,10,0
1,10,33562,32894,5.02255639097744,3,10,0
1,12,50424,49817,4.56390977443609,3,10,0
1,13,52715,52071,4.84210526315789,1,10,0
1,14,55090,54378,5.35338345864662,1,10,0
1,15,57943,57377,4.25563909774436,2,10,0
1,16,60719,60125,4.46616541353383,2,10,0
1,17,63073,62466,4.56390977443609,1,10,0
1,18,65392,64770,4.67669172932331,2,10,0
1,19,67768,67143,4.69924812030075,1,10,1
1,20,71279,70601,5.09774436090226,1,10,0
1,21,73543,72982,4.21804511278195,2,10,0
1,22,75920,75218,5.2781954887218,3,10,0
1,23,78485,77892,4.45864661654135,3,10,0
1,24,80739,80164,4.32330827067669,1,10,0
1,25,82965,82365,4.51127819548872,3,10,0
1,26,85174,84591,4.38345864661654,2,10,0
1,27,87384,86885,3.75187969924812,1,10,0
1,28,89583,89033,4.13533834586466,2,10,0
1,29,92068,91570,3.74436090225564,3,10,0
1,30,94551,93997,4.16541353383459,1,10,0
1,31,96730,96209,3.91729323308271,2,10,0
1,32,99115,98599,3.8796992481203,3,10,0
1,33,101378,100810,4.27067669172932,1,10,0
1,34,103887,103400,3.66165413533835,1,10,0
2,0,109160,108449,5.34586466165414,3,10,0
2,2,115916,115395,3.91729323308271,2,10,0
2,3,118475,117798,5.09022556390977,1,10,1
2,4,121090,120574,3.8796992481203,3,10,0
2,5,124427,123753,5.06766917293233,2,10,0
2,6,127609,126993,4.63157894736842,3,10,0
2,7,130019,129226,5.96240601503759,1,10,0
2,8,136416,135750,5.00751879699248,2,10,0
2,9,138804,138360,3.33834586466165,1,10,0
2,10,141170,140600,4.28571428571429,2,10,0
2,11,143415,142891,3.93984962406015,3,10,0
2,12,145684,145129,4.17293233082707,3,10,1
2,13,148339,147756,4.38345864661654,2,10,0
2,14,151621,151062,4.20300751879699,1,10,0
2,15,153843,153261,4.37593984962406,1,10,0
2,16,156146,155622,3.93984962406015,1,10,0
2,17,158768,158244,3.93984962406015,2,10,0
2,19,166115,165609,3.80451127819549,3,10,0
2,20,168508,167950,4.19548872180451,3,10,0
2,21,170949,170423,3.95488721804511,3,10,0
2,22,173262,172727,4.02255639097744,3,10,0
2,23,175609,175110,3.75187969924812,3,10,0
2,24,177744,177220,3.93984962406015,1,10,0
2,26,184894,184364,3.98496240601504,1,10,0
2,27,187486,187015,3.54135338345865,1,10,0
2,28,189709,189196,3.85714285714286,3,10,0
2,29,191958,191435,3.93233082706767,2,10,0
2,30,194311,193724,4.41353383458647,3,10,0
2,31,196533,196026,3.81203007518797,2,10,0
2,32,198761,198214,4.11278195488722,1,10,0
2,33,201195,200555,4.81203007518797,2,10,0
2,34,203370,202874,3.72932330827068,2,10,0
3,0,208095,207570,3.94736842105263,1,10,0
3,1,210358,209840,3.89473684210526,3,10,0
3,3,217309,216765,4.09022556390977,2,10,0
3,4,219580,218995,4.3984962406015,3,10,0
3,5,221828,221391,3.28571428571429,2,10,0
3,6,224039,223518,3.91729323308271,2,10,0
3,7,226359,225789,4.28571428571429,1,10,0
3,8,228668,228113,4.17293233082707,3,10,0
3,9,230841,230346,3.7218045112782,2,10,0
3,10,232939,232458,3.61654135338346,2,10,0
3,11,235154,234678,3.57894736842105,3,10,0
3,12,237259,236790,3.52631578947368,1,10,0
3,13,239489,238987,3.77443609022556,3,10,0
3,14,243358,242726,4.75187969924812,3,10,0
3,15,245520,245076,3.33834586466165,3,10,0
3,16,248762,248225,4.03759398496241,3,10,0
3,17,250897,250429,3.5187969924812,1,10,0
3,18,253699,253258,3.31578947368421,2,10,0
3,19,255897,255395,3.77443609022556,2,10,0
3,20,258366,257897,3.52631578947368,1,10,0
3,21,261043,260610,3.25563909774436,2,10,0
3,22,263366,262702,4.99248120300752,2,10,0
3,23,266376,265928,3.36842105263158,3,10,0
3,24,268592,268153,3.30075187969925,1,10,0
3,25,270801,270273,3.96992481203007,3,10,0
3,26,272891,272443,3.36842105263158,2,10,0
3,27,274936,274498,3.29323308270677,1,10,0
3,28,277220,276733,3.66165413533835,1,10,0
3,29,279477,278978,3.75187969924812,1,10,0
3,30,281641,281197,3.33834586466165,1,10,0
3,31,283955,283399,4.18045112781955,3,10,0
3,32,286218,285768,3.38345864661654,3,10,0
3,33,288486,288029,3.43609022556391,1,10,0
3,34,290637,290204,3.25563909774436,2,10,0
1,0,4548,4064,3.6390977443609,1,11,0
1,1,6884,6341,4.08270676691729,1,11,0
1,2,9305,8747,4.19548872180451,2,11,0
1,3,12217,11757,3.45864661654135,3,11,0
1,4,14535,14067,3.5187969924812,2,11,0
1,5,17170,16726,3.33834586466165,1,11,0
1,6,19544,19068,3.57894736842105,3,11,0
1,7,22136,21697,3.30075187969925,1,11,0
1,10,37398,36896,3.77443609022556,1,11,0
1,12,43004,42575,3.22556390977444,2,11,0
1,14,48796,48375,3.16541353383459,3,11,0
1,16,54062,53529,4.00751879699248,2,11,0
1,17,56851,56399,3.3984962406015,1,11,0
1,18,59109,58687,3.17293233082707,2,11,0
1,19,61809,61224,4.3984962406015,2,11,0
1,20,64296,63867,3.22556390977444,2,11,0
1,21,67028,66612,3.12781954887218,3,11,0
1,22,69162,68740,3.17293233082707,2,11,0
1,23,71493,71055,3.29323308270677,3,11,0
1,24,74668,74169,3.75187969924812,1,11,0
1,25,80063,79632,3.2406015037594,1,11,0
1,26,82123,81702,3.16541353383459,2,11,0
1,27,84328,83897,3.2406015037594,3,11,0
1,28,86585,86124,3.46616541353383,3,11,0
1,29,88776,88319,3.43609022556391,1,11,0
1,30,92121,91650,3.54135338345865,2,11,0
1,31,96312,95822,3.68421052631579,3,11,1
1,32,100001,99525,3.57894736842105,1,11,0
1,33,105044,104322,5.42857142857143,3,11,0
1,34,108321,107888,3.25563909774436,3,11,0
2,0,112724,112255,3.52631578947368,2,11,0
2,1,114913,114456,3.43609022556391,1,11,0
2,3,119926,119490,3.2781954887218,3,11,0
2,5,125733,125305,3.21804511278195,1,11,0
2,6,127964,127500,3.48872180451128,2,11,0
2,7,130225,129768,3.43609022556391,3,11,0
2,8,133107,132670,3.28571428571429,2,11,0
2,9,135374,134887,3.66165413533835,1,11,0
2,10,137556,137067,3.67669172932331,3,11,0
2,11,140259,139779,3.60902255639098,1,11,0
2,12,142755,142319,3.2781954887218,2,11,0
2,13,145033,144607,3.20300751879699,1,11,0
2,14,147272,146810,3.47368421052632,2,11,0
2,15,149417,148979,3.29323308270677,1,11,0
2,17,155713,155237,3.57894736842105,2,11,0
2,18,157914,157430,3.6390977443609,3,11,1
2,19,160929,160364,4.24812030075188,2,11,0
2,20,163190,162678,3.84962406015038,3,11,0
2,21,166038,165614,3.18796992481203,3,11,0
2,22,168215,167769,3.35338345864662,3,11,0
2,23,171864,171181,5.13533834586466,2,11,0
2,24,174096,173546,4.13533834586466,3,11,0
2,26,184995,184533,3.47368421052632,3,11,0
2,27,187588,187124,3.48872180451128,1,11,0
2,28,191111,190648,3.4812030075188,2,11,0
2,29,193534,193083,3.39097744360902,1,11,0
2,30,195741,195292,3.37593984962406,1,11,0
2,31,198261,197698,4.23308270676692,1,11,0
2,33,207869,207365,3.78947368421053,3,11,0
2,34,210016,209585,3.2406015037594,1,11,0
3,0,215086,214660,3.20300751879699,3,11,0
3,1,217215,216771,3.33834586466165,2,11,0
3,2,220238,219774,3.48872180451128,2,11,0
3,3,223393,222961,3.24812030075188,1,11,0
3,4,225670,225135,4.02255639097744,2,11,0
3,6,233428,232996,3.24812030075188,1,11,0
3,7,235566,235146,3.15789473684211,1,11,0
3,8,239424,238926,3.74436090225564,3,11,0
3,9,241747,241314,3.25563909774436,3,11,0
3,11,249361,248910,3.39097744360902,1,11,0
3,12,251539,251099,3.30827067669173,2,11,0
3,13,253762,253251,3.84210526315789,3,11,0
3,14,255988,255487,3.76691729323308,2,11,0
3,15,258867,258313,4.16541353383459,1,11,0
3,16,262850,262403,3.3609022556391,3,11,0
3,17,265122,264626,3.72932330827068,3,11,0
3,18,267415,266960,3.42105263157895,3,11,0
3,19,269605,269163,3.32330827067669,3,11,0
3,20,272066,271584,3.62406015037594,3,11,0
3,21,274371,273874,3.73684210526316,1,11,0
3,22,277236,276689,4.11278195488722,2,11,0
3,24,285335,284907,3.21804511278195,3,11,0
3,25,287480,287042,3.29323308270677,2,11,0
3,27,295470,295035,3.27067669172932,1,11,0
3,28,298030,297576,3.41353383458647,3,11,1
3,29,300460,300024,3.2781954887218,2,11,0
3,30,305436,304943,3.70676691729323,2,11,0
3,31,307673,307236,3.28571428571429,1,11,0
3,32,310460,310012,3.36842105263158,1,11,0
3,33,313205,312754,3.39097744360902,2,11,0
3,34,315579,315119,3.45864661654135,1,11,0
1,1,9556,8888,5.02255639097744,1,12,0
1,2,12054,11399,4.92481203007519,2,12,0
1,3,18751,18143,4.57142857142857,3,12,0
1,4,21618,21170,3.36842105263158,1,12,1
1,6,35901,35368,4.00751879699248,3,12,0
1,7,38090,37594,3.72932330827068,1,12,0
1,8,41056,40599,3.43609022556391,2,12,1
1,13,67513,66955,4.19548872180451,1,12,1
1,16,78998,78549,3.37593984962406,2,12,1
1,17,81277,80619,4.94736842105263,1,12,0
1,18,83401,82933,3.5187969924812,3,12,0
1,19,87022,86574,3.36842105263158,1,12,0
1,20,89456,88820,4.78195488721805,2,12,1
1,21,92606,92024,4.37593984962406,3,12,0
1,22,95035,94479,4.18045112781955,2,12,1
1,23,97449,97015,3.26315789473684,1,12,0
1,24,100516,99747,5.78195488721805,3,12,0
1,26,106512,106035,3.58646616541353,2,12,0
1,27,108922,108480,3.32330827067669,3,12,0
1,28,111528,111084,3.33834586466165,1,12,1
1,29,114664,114091,4.30827067669173,2,12,0
1,30,117149,116617,4,3,12,1
1,31,119659,119215,3.33834586466165,2,12,0
1,32,121799,121278,3.91729323308271,1,12,1
1,33,124262,123825,3.28571428571429,3,12,0
1,34,126756,126327,3.22556390977444,3,12,0
2,1,138771,138265,3.80451127819549,2,12,0
2,2,141108,140680,3.21804511278195,1,12,0
2,3,143681,143246,3.27067669172932,1,12,0
2,4,145946,145512,3.26315789473684,1,12,0
2,5,148673,148144,3.97744360902256,3,12,0
2,6,151327,150785,4.07518796992481,3,12,0
2,8,188873,188434,3.30075187969925,2,12,0
2,9,191448,190999,3.37593984962406,1,12,1
2,10,194581,194137,3.33834586466165,3,12,0
2,11,198317,197876,3.31578947368421,2,12,1
2,12,201027,200590,3.28571428571429,1,12,0
2,13,204753,204181,4.30075187969925,2,12,0
2,14,206970,206462,3.81954887218045,2,12,0
2,15,210518,209799,5.40601503759398,2,12,1
2,16,213362,212580,5.8796992481203,3,12,0
2,19,223668,223239,3.22556390977444,3,12,0
2,20,226329,225873,3.42857142857143,2,12,0
2,22,242172,241443,5.4812030075188,2,12,0
2,23,245162,244504,4.94736842105263,1,12,0
2,24,248200,247465,5.52631578947368,1,12,0
2,25,250554,250020,4.01503759398496,3,12,0
2,26,253268,252678,4.43609022556391,1,12,0
2,27,255718,254999,5.40601503759398,3,12,1
2,28,258262,257504,5.69924812030075,1,12,0
2,29,260728,260148,4.3609022556391,1,12,0
2,30,263772,263236,4.03007518796993,3,12,0
2,31,266910,266161,5.63157894736842,3,12,1
2,32,269329,268861,3.5187969924812,1,12,0
2,33,273065,272496,4.2781954887218,3,12,0
2,34,276556,275895,4.96992481203007,2,12,0
3,0,283865,283441,3.18796992481203,2,12,0
3,1,286163,285637,3.95488721804511,3,12,0
3,2,288469,287928,4.06766917293233,3,12,0
3,3,291845,291218,4.71428571428571,3,12,1
3,4,294517,294003,3.86466165413534,1,12,0
3,5,296706,296144,4.22556390977444,3,12,0
3,7,308685,308165,3.90977443609023,1,12,0
3,9,314088,313561,3.96240601503759,2,12,0
3,10,316982,316498,3.6390977443609,3,12,0
3,11,319854,319415,3.30075187969925,3,12,0
3,12,323546,322790,5.68421052631579,2,12,0
3,13,327971,327364,4.56390977443609,1,12,0
3,14,330460,330026,3.26315789473684,3,12,0
3,16,336299,335830,3.52631578947368,2,12,0
3,17,338465,338034,3.2406015037594,1,12,0
3,18,341434,340835,4.50375939849624,2,12,1
3,19,345005,344559,3.35338345864662,1,12,0
3,21,350514,349816,5.24812030075188,1,12,0
3,22,352999,352460,4.05263157894737,3,12,0
3,23,357085,356645,3.30827067669173,2,12,0
3,24,359502,358980,3.92481203007519,2,12,0
3,25,362880,362292,4.42105263157895,3,12,0
3,26,368155,367597,4.19548872180451,1,12,0
3,27,371095,370505,4.43609022556391,3,12,0
3,28,374647,373927,5.41353383458647,3,12,0
3,29,376900,376464,3.2781954887218,1,12,0
3,30,379232,378778,3.41353383458647,1,12,0
3,32,387855,387262,4.45864661654135,2,12,0
3,33,391406,390966,3.30827067669173,2,12,1
1,0,3066,2396,5.03759398496241,2,13,0
1,1,5524,4945,4.35338345864662,1,13,0
1,2,8450,7799,4.89473684210526,3,13,0
1,3,10854,10221,4.7593984962406,2,13,1
1,4,13603,12928,5.07518796992481,2,13,0
1,5,16147,15458,5.18045112781955,1,13,0
1,6,18436,17881,4.17293233082707,1,13,0
1,7,20843,20214,4.72932330827068,2,13,0
1,8,23228,22700,3.96992481203007,1,13,0
1,9,25580,25037,4.08270676691729,3,13,0
1,10,27801,27263,4.04511278195489,1,13,0
1,11,30477,29832,4.84962406015038,3,13,0
1,12,32602,32158,3.33834586466165,2,13,0
1,13,35122,34648,3.56390977443609,3,13,0
1,14,37387,36922,3.49624060150376,3,13,0
1,15,39628,39175,3.40601503759398,3,13,0
